Name,Property_Type,Bedrooms1,Baths,Balcony,City,Location,total_sqft,Price_per_SQFT,Price
Eisha Erica,Flat,2,3,Yes,Pune,"Dhayari Village, Dhayari,Pune",1146,5500,6300000
Sushila Complex,Flat,2,3,Yes,Pune,"Maharashtra Industrial Development Corporation Area, Baramati,Pune",850,2940,2500000
Krushna Kunj,Flat,2,3,Yes,Pune,"Dehu, Pune",980,4390,4300000
Avani Nilay,Flat,1,2,No,Pune,"Vadhu Budruk, Pune",625,3520,2200000
Saptsiddhi Savali Homes,Flat,2,3,Yes,Pune,"Uruli Devachi, Pune",1035,3860,4000000
Shri Sai Leela Apartment,Flat,1,1,No,Pune,"Ambegaon Budruk, Pune",300,7000,2100000
Sai Leela Apartment,Flat,1,1,Yes,Pune,"Shani Nagar, Ambegaon Budruk,Pune",285,7720,2200000
Playtor,Flat,1,2,Yes,Pune,"Mulshi, Pune",560,2680,1500000
Surya Kiran Apartment,Flat,1,2,Yes,Pune,"Chinchwad, Pune",540,4070,2200000
Trimurti Complex by Classic Associates,Independent House,1,2,No,Pune,"Vivek Nagar, Dhankawadi,Pune",550,3640,2000000
Shivam Residency,Flat,1,2,No,Pune,"Loni Kalbhor, Pune",665,2780,1850000
Kamalraj Parijat B Building,Flat,3,3,Yes,Pune,"Shahu Park, Dighi,Pune",1012,7410,7500000
Giridhar Parijat ,Flat,1,1,Yes,Pune,"Pantancha Gate, Sadashiv Peth,Pune",256,8980,2300000
Aksha Vrundavan,Flat,1,3,Yes,Pune,"Jadhav Wadi, Chikhali,Pune",871,3670,3200000
Majestique Aqua Phase I,Flat,1,2,Yes,Pune,"Fursungi, Pune",557,5030,2800000
Raygad Apartments,Flat,1,1,Yes,Pune,"Hingane Home Colony, Karve Nagar,Pune",310,4190,1300000
Kuber Singham Shree Siddhivinayak Park,Flat,1,2,Yes,Pune,"Wadaki, Pune",425,3550,1510000
Dwarka City,Flat,1,2,No,Pune,"Mahalunge Ingale, Pune",560,3570,2000000
Majestique Venice,Flat,2,2,Yes,Pune,"Dhiree Village, Dhayari,Pune",680,9560,6500000
Namrata Eco Valley Phase 2,Flat,1,2,No,Pune,"Kanhe, Pune",750,3330,2500000
Jalan Eco Valley,Flat,1,3,Yes,Pune,"Kanhe, Pune",950,2310,2200000
Rudra Residency,Flat,1,2,No,Pune,"Ganesh Nagar, Bopkhel,Pune",560,4820,2700000
Vakratund Aaditya Malhar by Vakratund Developers,Flat,1,2,Yes,Pune,"Vrindavan Society, Guru Nanak Nagar,Pune",610,3000,1830000
Lakshmi Narayan CHS,Flat,1,2,No,Pune,"Mahatma Phule Peth, Pune",460,6520,3000000
Shivam Greencourt,Flat,1,2,Yes,Pune,"Mahalunge Ingale, Pune",687,4080,2800000
Avani Nilay,Flat,1,2,Yes,Pune,"Vadhu Budruk, Pune",570,2540,1450000
Maharashtra Co-Operative Housing Society,Flat,1,2,No,Pune,"Pune Cantonment, Pune",700,3570,2500000
Kanchan Vrundavan,Flat,1,2,Yes,Pune,"Uruli Kanchan, Pune",592,4560,2700000
Kohinoor Ambrosia,Flat,2,3,Yes,Pune,"Sai Colony, Hadapsar,Pune",1075,5120,5500000
SB Jay Ganesh Plaza,Flat,1,2,No,Pune,"Shivramnagar, Pimple Gurav,Pune",605,7270,4400000
Xrbia Abode,Flat,1,1,No,Pune,"Jambhul, Pune",225,5110,1150000
Vista,Flat,1,2,Yes,Pune,"Pawar Industrial Area, Chikhali,Pune",589,5090,3000000
Gangadham Phase 2,Flat,1,2,No,Pune,"Gangadham Phase II, Ganga Dham,Pune",660,9090,6000000
Pristine City,Flat,2,3,No,Pune,"Bakori, Pune",815,3070,2500000
Axis Whistling Meadows A by Axis Paradigm Spaces Pvt. Ltd.,Flat,1,1,Yes,Pune,"Deulgoan Gada, Pune",275,10910,3000000
Kuber Singham Shree Siddhivinayak Park Wing A B,Flat,1,2,No,Pune,"Wadaki, Pune",425,3350,1425000
Optima Heights Building E,Flat,3,3,No,Pune,"Kesnand, Pune",1080,3890,4200000
Residency,Flat,1,2,No,Pune,"Loni Kalbhor, Pune",635,2360,1500000
Trimurti Housing Complex,Flat,1,1,No,Pune,"Ambegaon, Pune",281,3990,1121000
Sai Sankalp,Flat,1,1,No,Pune,"Bhugaon, Pune",350,3140,1100000
Sai Sankalp,Flat,1,1,Yes,Pune,"Bhugaon, Pune",350,3140,1100000
Sidhi Vinayak Society,Flat,1,2,Yes,Pune,"Dattawadi, Akurdi,Pune",590,4070,2400000
Satya Sai Apartment,Flat,1,2,No,Pune,"Katrajnagar, Katraj,Pune",665,3310,2200000
Kumbare Fusion City,Flat,2,3,Yes,Pune,"Kondhawe-Dhawade, Pune",830,6630,5500000
Yashanka Prestige Park,Flat,1,1,No,Pune,"Chakan, Pune",267,4120,1100000
Omkar Villa,Flat,1,2,Yes,Pune,"Hingne Khurd, Pune",500,6000,3000000
A.V. Bhat Sukhvastu Phase II,Flat,1,2,No,Pune,"Khed Shivapur, Pune",433,3000,1300000
 Manav Mandir Apartment,Flat,1,2,Yes,Pune,"Padmavati Nagar, Yashwantrao Chavan Nagar,Pune",700,7430,5200000
Regency Avenue Apartment,Flat,3,3,No,Pune,"Talegaon Dhamdhere, Pune",1435,4530,6500000
Ankit Apartment,Flat,1,1,Yes,Pune,"Kadam Wasti, Loni Kalbhor,Pune",375,4000,1500000
Xrbia Riverfront,Flat,2,2,Yes,Pune,"Bebadohal, Pune",424,7080,3000000
Imperia C D And E Building,Flat,2,3,Yes,Pune,"Pisoli, Pune",843,5930,5000000
Vastushodh Urbangram Chakan Phase III,Flat,1,2,No,Pune,"Chakan, Pune",650,3540,2300000
Goyal Enclave,Flat,1,2,Yes,Pune,"Vadar Wadi, Vishrantwadi,Pune",650,6460,4200000
DS Sarita Sangam,Flat,2,3,Yes,Pune,"Shastri Nagar, Kasarwadi,Pune",822,7300,6000000
Sahyadri Utsav,Flat,2,2,No,Pune,"Kirkatwadi, Pune",758,4620,3500000
Bhudhan Ganraj Heights,Flat,1,2,No,Pune,"Uruli Devachi, Pune",600,4170,2500000
Orchid,Flat,1,2,Yes,Pune,"Alandi, Pune",576,5210,3000000
  Oxford Blues,Flat,1,2,Yes,Pune,"SRPF, Wanowrie,Pune",600,7500,4500000
Mantra 7 Hills,Flat,1,2,No,Pune,"Kirkatwadi, Pune",586,5970,3500000
Laukik Ishan,Flat,1,2,Yes,Pune,"Kolhewadi, Pune",605,4300,2600000
Akshay Nagar Phase 2,Flat,1,2,Yes,Pune,"Akshay Nagar Society, Pimple Nilakh,Pune",633,6790,4300000
Indraprastha,Flat,1,2,Yes,Pune,"Samarth Nagar, New Sangvi,Pune",580,6550,3800000
Avior UP Life Phase 1,Flat,3,3,Yes,Pune,"Pirangut, Pune",1850,4220,7800000
Mantra 7 Hills,Flat,1,2,Yes,Pune,"Kolhewadi, Pune",452,5310,2400000
Megapolis Sparklet Smart Homes,Flat,2,3,Yes,Pune,"Hinjewadi Phase 3, Pune",950,5790,5500000
DS Sarita Sangam,Flat,2,3,No,Pune,"Shastri Nagar, Kasarwadi,Pune",860,6050,5200000
Calyx Nikunj Navyangan by Calyx Constructions,Flat,1,2,Yes,Pune,"Pirangut, Pune",596,4800,2859000
Pebbles Urbania,Flat,2,3,Yes,Pune,"Siddharth Nagar, Bavdhan,Pune",945,6880,6500000
Kohinoor Tinsel County,Flat,2,2,No,Pune,"Hinjewadi Phase 2, Hinjewadi Phase 3,Pune",635,8190,5200000
Pebbles Urbania,Flat,2,3,Yes,Pune,"Siddharth Nagar, Bavdhan,Pune",972,7820,7600000
Kohinoor Abhimaan Homes,Flat,1,2,No,Pune,"Shirgaon, Pune",415,6020,2500000
Dreams Nandini,Flat,2,3,No,Pune,"Shewalewadi, Pune",1100,5910,6500000
Binawat Township,Flat,1,2,No,Pune,"Sasane Nagar, Hadapsar,Pune",630,4760,3000000
Nahar Yash Ganga Residency,Flat,2,3,No,Pune,"Mahadev Nagar, Dhayari,Pune",998,5910,5900000
Shreeji Heights,Flat,1,2,No,Pune,"Shri Krupa Society, Old Sangvi,Pune",700,6000,4200000
kohinoor,Flat,2,3,No,Pune,"Camp, Pune",808,10520,8500000
Ozone Classic,Flat,1,2,Yes,Pune,"Vadar Wadi, Vishrantwadi,Pune",450,8440,3800000
Kesar Valley,Flat,1,2,No,Pune,"Chikhali, Pune",720,4860,3500000
Varad Residency,Flat,1,2,Yes,Pune,"Balewadi, Pune",603,8290,5000000
Shree Ram Hill View,Flat,2,3,No,Pune,"Shivnagar Chirke Colony, Lohegaon,Pune",968,4650,4500000
VK Silver Nest,Flat,2,3,Yes,Pune,"Narhe, Pune",950,4840,4600000
Xrbia Riverfront,Flat,2,2,Yes,Pune,"Yashwant Nagar, Talegaon Dabhade,Pune",585,5470,3200000
Ozone Westend,Flat,1,2,Yes,Pune,"Swaraj Nagari, Talegaon Dabhade,Pune",564,3810,2150000
Saigal Candy Floors,Flat,2,3,No,Pune,"Hinjewadi Phase 2, Hinjewadi Phase 3,Pune",1158,5530,6400000
Silver Homes,Flat,2,2,Yes,Pune,"Hindustan Antibiotics Colony, Pimpri,Pune",560,6610,3700000
Aspire,Flat,2,3,No,Pune,"Pawana Nagar, Rahatani,Pune",1050,6860,7200000
Kesar Kingdom,Flat,2,3,Yes,Pune,"Shri Ganesh Colony, Dighi,Pune",864,7520,6500000
Polite Panorama by Polite Group,Flat,2,2,Yes,Pune,"Vijay Nagar, Dighi,Pune",696,7900,5500000
Nexus Kinaara D,Flat,2,3,Yes,Pune,"Jadhav Wadi, Chikhali,Pune",1996,1650,3300000
Tulsi Shakuntla Kanade Nagar,Flat,3,3,Yes,Pune,"Handewadi, Pune",1435,4740,6800000
Parmar Govind Villa,Flat,1,2,No,Pune,"Rakshak Society, Pimple Nilakh,Pune",630,6670,4200000
Tanish Platinum,Flat,1,2,No,Pune,"Charholi Kurd, Pune",447,6490,2900000
Baburao Dhore Bhavan,Flat,2,3,No,Pune,"Sainath Colony, Old Sangvi,Pune",1350,5180,7000000
Virinchi Swanand,Flat,2,3,Yes,Pune,"Mokai Vasti, Bavdhan,Pune",936,9510,8900000
Silver Park II,Flat,2,3,Yes,Pune,"Raghav Nagar, Ambegaon Pathar,Pune",920,5980,5500000
Karia Konark Campus,Flat,1,2,No,Pune,"Mhada Colony, Viman Nagar,Pune",530,10570,5600000
Goel Ganga Legend B2,Flat,2,3,No,Pune,"Ram Nagar, Bavdhan,Pune",1200,7750,9300000
Sun Beam,Flat,1,2,Yes,Pune,"Gurudatta Nagar, Fursungi,Pune",648,4630,3000000
Yashashree Classic,Flat,3,3,No,Pune,"Adarsh Nagar, Tingre Nagar,Pune",1231,6900,8500000
Air Castles,Flat,3,3,Yes,Pune,"Marunji, Pune",1126,7100,8000000
Sharmad Residency,Flat,1,3,No,Pune,"Kothrud, Pune",1000,2500,2500000
Shroff Supriya Sankul,Flat,2,3,Yes,Pune,"Veerbhadra Nagar, Baner,Pune",929,7530,7000000
Tushar Apartment,Flat,1,2,No,Pune,"Kolhewadi, Pune",700,3570,2500000
Thackers Apartments,Flat,2,3,No,Pune,"Camp, Pune",1005,7460,7500000
Thackers Apartments,Flat,2,3,No,Pune,"Camp, Pune",1005,7460,7500000
Abhilasha Heights,Flat,1,2,Yes,Pune,"Manjari Budruk, Pune",550,3270,1800000
Arvind Complex,Flat,1,2,No,Pune,"Hingne Khurd, Pune",580,6900,4000000
Siddhanta Apartment,Flat,1,2,Yes,Pune,"Shaniwar Peth, Pune",630,8730,5500000
Venkatesh Graffiti Phase 3,Flat,2,3,Yes,Pune,"Lonkar Nagar, Mundhwa,Pune",815,8220,6700000
Mahesh Society,Flat,2,3,No,Pune,"Shivraj Nagar, Bibwewadi,Pune",900,9110,8200000
Monica Apartment,Flat,1,2,No,Pune,"Narhe, Pune",580,3450,2000000
Aastha Apartment,Flat,2,3,Yes,Pune,"Ambegaon Budruk, Pune",1010,3960,4000000
Bhakti Darshan,Flat,1,2,No,Pune,"Pimple Saudagar, Pune",550,8180,4500000
Shivtirth Nagari,Flat,1,2,Yes,Pune,"Adinath Colony, Rahatani,Pune",590,6190,3650000
Krishna Residency,Flat,2,2,No,Pune,"Pashan, Pune",780,8850,6900000
Opulent Central Park by Opulent Properties,Flat,2,2,No,Pune,"Manjari Budruk, Pune",706,6800,4800000
Goel Ganga Glitz,Flat,2,3,Yes,Pune,"Kad Nagar, Undri,Pune",1215,5180,6300000
Purva Heights CHS,Flat,1,2,Yes,Pune,"Kala Nagar, Dhankawadi,Pune",600,4170,2500000
Skybay II,Flat,2,3,Yes,Pune,"Mahalunge, Pune",967,6720,6500000
Mantra City 360 Phase 1,Flat,2,2,No,Pune,"Talegaon Dabhade, Pune",705,5110,3600000
Avior Aatman Phase III,Flat,2,3,No,Pune,"Ghorpade Peth, Swargate,Pune",1091,8710,9500000
Venkatesh Venkatesh Villa,Flat,1,2,No,Pune,"Atul Nagar, Warje,Pune",602,6060,3650000
Goyal Chandrakala Heights,Flat,2,2,Yes,Pune,"Suryalok Nagari, Hadapsar,Pune",745,6040,4500000
Rohan Ipsita,Flat,1,2,Yes,Pune,"Hinjewadi Phase 2, Hinjewadi Phase 3,Pune",410,10240,4200000
Atharv Vihar,Flat,2,3,Yes,Pune,"Sant Tukaram Nagar, New Sangvi,Pune",1280,4300,5500000
 Shree Oshiya Residency,Flat,1,2,Yes,Pune,"Sukhsagar Nagar, Katraj,Pune",597,6200,3700000
Raghuwansh Residency,Flat,2,3,Yes,Pune,"Dangat Vasti, Shivane,Pune",890,5620,5000000
Ashwini Palace,Flat,1,2,Yes,Pune,"Wanwadi, Pune",700,6430,4500000
Viva Sarovar Phase 1,Independent House,4,4,Yes,Pune,"Ambegaon Budruk, Pune",2362,2920,6900000
Sankalp,Flat,1,2,Yes,Pune,"Model Colony, Shivaji Nagar,Pune",600,10830,6500000
Damodar Sunset View,Flat,1,2,Yes,Pune,"Raghav Nagar, Ambegaon Pathar,Pune",525,3810,2000000
Gulmohar Park,Flat,2,2,Yes,Pune,"Wagholi, Pune",750,3200,2400000
Daya Apartment,Flat,1,2,Yes,Pune,"Ganga Nagar, Akurdi,Pune",421,4040,1700000
Hubtown Countrywoods,Flat,2,2,Yes,Pune,"Pune Cantonment, Pune",780,7050,5500000
V Satav Developers Mayuri Sunrise,Flat,2,2,No,Pune,"Siddhartha Nagar, Wagholi,Pune",753,2660,2000000
 Popular Colony Apartment,Flat,1,1,Yes,Pune,"Giridhar Nagar, Warje,Pune",325,5690,1850000
Lunkad Amrutdhara,Flat,1,2,No,Pune,"Prabhag 36, Erandwane,Pune",454,7270,3300000
Sobapuram,Flat,2,3,Yes,Pune,"Urit Nagar, Warje,Pune",832,7810,6500000
Tanish Platinum,Flat,1,2,Yes,Pune,"Charholi Kurd, Pune",447,6260,2800000
Swastik Pearl,Flat,2,3,No,Pune,"Tukaram Nagar, Talegaon Dabhade,Pune",940,4790,4500000
Platinum Grassland,Flat,1,2,Yes,Pune,"Kolhewadi, Pune",446,6950,3100000
Sahyadri Utsav,Flat,2,2,Yes,Pune,"Bhairavnath Nagar, Kirkatwadi,Pune",781,4740,3700000
Tanish Platinum,Flat,1,2,Yes,Pune,"Charholi Kurd, Pune",447,6040,2700000
Manav Silver Park Phase I,Flat,2,3,Yes,Pune,"Raghav Nagar, Ambegaon Pathar,Pune",950,4740,4500000
Parvati Park Apartments,Flat,1,2,No,Pune,"Shivaprasad Housing Society, Dattavadi,Pune",630,8250,5200000
Aditya Chintamani Residency,Flat,1,2,No,Pune,"Shivraj Nagar, Bibwewadi,Pune",530,9430,5000000
Shantai Homes,Flat,1,2,No,Pune,"Chikhali, Pune",660,5300,3500000
Agarwal Sanskruti Darshan,Flat,2,2,No,Pune,"Shastri Nagar, Kasarwadi,Pune",715,8390,6000000
Rudraksha Residency,Flat,2,2,No,Pune,"Daund, Pune",718,3480,2500000
Gurukrupa Sai Mansion,Flat,1,2,No,Pune,"Manjari Budruk, Pune",535,4020,2150000
Aishwarya aangan society,Flat,2,3,No,Pune,"Chakan, Pune",845,3550,3000000
Aapla ghar phase 2,Flat,1,2,Yes,Pune,"Chakan, Pune",613,2940,1800000
Goel Ganga Orchard,Flat,1,1,Yes,Pune,"Koregaon Park Annexe, Mundhwa,Pune",365,9590,3500000
Kohinoor Begonia,Flat,2,3,Yes,Pune,"Talegaon Dabhade, Pune",810,5680,4600000
Kumar Park,Flat,1,2,Yes,Pune,"Shivraj Nagar, Bibwewadi,Pune",650,8460,5500000
Happy Complex Society,Flat,2,3,Yes,Pune,"Kirkatwadi, Pune",865,5780,5000000
Green Florencia,Flat,1,2,No,Pune,"Sus, Pune",491,6310,3100000
 Ramanbag Apartment,Flat,1,2,Yes,Pune,"Sadashiv Peth, Pune",520,12500,6500000
Tanish Srushti,Flat,1,2,Yes,Pune,"Alandi, Pune",575,4000,2300000
Mangalwadi,Flat,1,2,Yes,Pune,"Gokhalenagar, Pune",500,10000,5000000
Runal Dew Drop,Flat,2,3,Yes,Pune,"Laxman Krupa Housing Society, Kasarwadi,Pune",950,6530,6200000
Nyati Ebony Garden,Flat,1,2,Yes,Pune,"Nyati County, Mohammed Wadi,Pune",595,6220,3700000
Shree Malhar Kamal Green Leaf,Flat,1,2,No,Pune,"Kirkatwadi, Pune",551,4170,2300000
Suyog Sankul,Flat,1,2,Yes,Pune,"Rakshak Society, Pimple Nilakh,Pune",568,7040,4000000
Swapna Nagri Housing Society,Flat,2,3,Yes,Pune,"Udhyamnagar, Pimpri,Pune",850,3120,2650000
Prathmesh Sai Niranjan,Flat,1,2,No,Pune,"Rakshak Society, Pimple Nilakh,Pune",593,6750,4000000
Nandraj Sankul,Flat,2,3,No,Pune,"Samarth Nagar, New Sangvi,Pune",1200,5830,7000000
Maple Aapla Ghar Ranjangaon,Flat,1,2,Yes,Pune,"Ranjangaon, Pune",443,4060,1800000
 Ratna Kamal Residency,Flat,1,2,No,Pune,"Shirur, Pune",675,3560,2400000
 Ratna Kamal Residency,Flat,1,2,Yes,Pune,"Shirur, Pune",685,3650,2500000
Essen Aishwaryam Hamara,Independent House,1,2,Yes,Pune,"MIDC, Moshi,Pune",441,5330,2350000
Ganesh Kinara,Flat,1,2,Yes,Pune,"Ganesh Nagar, Dapodi,Pune",570,8770,5000000
Vasundhara,Flat,2,3,No,Pune,"Baramati, Pune",800,4380,3500000
Samarth Palace,Flat,1,2,No,Pune,"Fursungi, Pune",537,2890,1550000
Balaji Park,Flat,3,3,Yes,Pune,"Narhe, Pune",1600,4810,7700000
Ganesh Corner,Flat,2,3,No,Pune,"Phugewadi, Dapodi,Pune",1100,6640,7300000
Ganesh Siddhi Towers C Wing Phase II,Flat,2,3,No,Pune,"Ganesh Nagar, Dapodi,Pune",1067,7970,8500000
Arvind Complex,Flat,1,2,No,Pune,"Hingne Khurd, Pune",560,7680,4300000
Shree Balaji Complex,Flat,2,3,No,Pune,"Dangat Vasti, Shivane,Pune",850,4590,3900000
Ghadge Manik Park Residency,Flat,2,3,No,Pune,"Ram Nagar, Bopkhel,Pune",880,5110,4500000
V Uptown,Flat,2,3,No,Pune,"Subhash Nagar, Shukrawar Peth,Pune",1070,7010,7500000
Xrbia Hinjewadi Road,Flat,2,2,No,Pune,"Bebadohal, Pune",650,4310,2800000
 Dattakrupa Apartment,Flat,1,2,No,Pune,"Budhwar Peth, Pune",480,9380,4500000
Shree Balaji Complex,Flat,2,3,No,Pune,"Shivane, Pune",850,4530,3851000
Gangotri Residency,Flat,1,2,Yes,Pune,"Milind Nagar, Vadgaon,Pune",612,2940,1800000
Rajeev,Flat,1,1,Yes,Pune,"Yerawada, Pune",350,2000,700000
Rajeev,Flat,1,1,No,Pune,"Yerawada, Pune",350,2000,700000
Sneha Vihar,Flat,2,3,Yes,Pune,"Dangat Vasti, Shivane,Pune",823,4250,3500000
Sneha Vihar,Flat,2,3,Yes,Pune,"Shivane, Pune",823,4250,3500000
Maitri Park,Flat,1,2,No,Pune,"Ganga Nagar, Akurdi,Pune",500,7200,3600000
Parande Homes,Flat,1,2,Yes,Pune,"Gokul Colony, Dighi,Pune",599,5010,3000000
Vrundavan,Flat,1,1,Yes,Pune,"Tapodham, Warje,Pune",261,6900,1800000
Varad Residency,Flat,1,2,Yes,Pune,"Balewadi, Pune",603,7960,4800000
Jalan Aura City by Jalan Group,Flat,1,2,Yes,Pune,"Shikrapur, Pune",538,2790,1500000
Chakan Phase II,Flat,1,1,Yes,Pune,"Chakan, Pune",350,3430,1200000
Saarrthi Swadesh,Flat,1,2,Yes,Pune,"Kanhe, Pune",500,3800,1900000
Tanish Bhakti,Flat,1,2,Yes,Pune,"Charholi Kurd, Pune",470,4680,2200000
Sri Kubera Daund,Independent House,1,3,Yes,Pune,"Daund, Pune",1720,1020,1750000
 Laxman Heights,Flat,1,2,Yes,Pune,"Samarth Nagar, New Sangvi,Pune",455,6370,2900000
Parmar Park,Flat,1,3,No,Pune,"SRPF, Wanowrie,Pune",800,7250,5800000
Xrbia Abode,Flat,1,1,No,Pune,"Jambhul, Pune",363,5790,2100000
Laukik Ishan,Flat,1,2,Yes,Pune,"Kolhewadi, Pune",644,4580,2950000
Xrbia Abode,Flat,1,1,Yes,Pune,"Milind Nagar, Vadgaon,Pune",363,5790,2100000
Shree Jay Ganesh Darpan,Flat,1,2,Yes,Pune,"Rajgurunagar, Pune",575,3480,2000000
Taradatta PurvSociety,Flat,1,2,Yes,Pune,"Trishul Housing Society, Saswad,Pune",550,3640,2000000
Kohinoor Begonia,Flat,2,3,Yes,Pune,"Varale, Pune",830,4340,3600000
Xrbia Hinjewadi Road,Flat,1,1,Yes,Pune,"Bebadohal, Pune",318,4250,1350000
Sky Heights,Flat,1,1,Yes,Pune,"Nandadeep Colony, Kalewadi,Pune",300,4670,1400000
Primary Pratham,Flat,1,2,No,Pune,"Talegaon Dhamdhere, Pune",500,3800,1900000
Venkatesh Galaxy,Flat,1,2,No,Pune,"Kondhwa Budruk, Pune",400,4500,1800000
Uday Glorious Park,Flat,1,2,Yes,Pune,"Pradhikaran, Nigdi,Pune",712,9130,6500000
Vishal Vaibhav,Flat,2,2,No,Pune,"Somwar Peth, Pune",720,8330,6000000
Shree Ganesha Apartment,Flat,1,1,Yes,Pune,"Sathe Colony, Shukrawar Peth,Pune",300,12670,3800000
Tanish Bhakti,Flat,1,1,No,Pune,"Charholi Kurd, Pune",376,5320,2000000
Pancharatna Apartment,Flat,1,2,Yes,Pune,"Sonapur, Pune",575,6430,3700000
Amar Classic by Amar Builders,Flat,2,3,No,Pune,"Ambegaon, Pune",913,6020,5500000
Dwarka City,Flat,1,2,Yes,Pune,"Mahalunge Ingale, Pune",450,3110,1400000
Kalpak Homes,Flat,2,2,No,Pune,"Kirkatwadi, Pune",651,4150,2700000
Sanskruti Indrayani Vatika,Flat,1,2,Yes,Pune,"Dehu, Pune",642,4980,3200000
Xrbia Hinjewadi Road,Flat,2,2,No,Pune,"Bebadohal, Pune",500,5200,2600000
Gayatri Apartment,Flat,1,2,Yes,Pune,"Rajgurunagar, Pune",425,2330,990000
Vijayshree Tower,Flat,1,1,No,Pune,"Dattavadi, Pune",270,5550,1500000
Nandan Acura,Flat,1,1,No,Pune,"Laxman Nagar, Baner,Pune",350,8140,2850000
Optima Heights,Flat,1,2,Yes,Pune,"Kesnand, Pune",610,3930,2400000
Xrbia Hinjewadi Road,Flat,2,2,Yes,Pune,"Bebadohal, Pune",500,3200,1600000
Jalan Aura Sai Krishnangan Building A,Flat,2,2,Yes,Pune,"Koregaon Bhima, Pune",780,4490,3500000
RJ Group Meghraj Nisarg,Flat,2,2,Yes,Pune,"Theur, Pune",786,4070,3200000
GDS Capital City,Flat,2,3,Yes,Pune,"Mahalunge Ingale, Pune",867,4120,3575000
Bloom Residency,Flat,1,2,Yes,Pune,"Charholi Kurd, Pune",630,3970,2500000
A.K. Residency by A Karim Constructions,Independent House,1,3,No,Pune,"Shewalewadi, Pune",1000,2200,2200000
Tarangana Nakshatra,Flat,1,2,Yes,Pune,"Uruli Kanchan, Pune",620,4840,3000000
Mont Vert Pristine,Flat,1,2,Yes,Pune,"Bopodi, Pune",725,8960,6500000
Nikhil Apartment,Flat,1,2,No,Pune,"Subhash Nagar, Shukrawar Peth,Pune",800,9380,7500000
Viva Sarovar Phase 1,Independent House,3,4,Yes,Pune,"Ambegaon Budruk, Pune",2362,2920,6900000
Venkatesh Swapna Nagari,Flat,2,3,Yes,Pune,"Saswad, Pune",922,3690,3400000
Sneha Vihar,Flat,2,3,Yes,Pune,"Dangat Vasti, Shivane,Pune",860,2910,2500000
Polite Panorama,Flat,2,3,Yes,Pune,"Dighi, Pune",860,6160,5300000
Geinus Tower,Flat,1,2,No,Pune,"Rasta Peth, Pune",592,7600,4500000
Jalan Aura City,Independent House,2,2,No,Pune,"Shikrapur, Pune",784,4080,3200000
Jalan Aura City,Flat,2,2,No,Pune,"Shikrapur, Pune",784,4080,3200000
Maharashtra Co-Operative Housing Society,Flat,1,2,No,Pune,"Maharashtra Co-Operative Housing Society, Yerawada,Pune",400,5500,2200000
Enerrgia Skyi Star Towers Phase I,Flat,3,3,No,Pune,"Bhukum, Pune",1040,5290,5500000
Bafna Raj Basera,Independent House,1,2,No,Pune,"Shatrunjay Nagar, Katraj,Pune",420,5950,2500000
Shree Oshiya Residency,Flat,2,2,Yes,Pune,"Sukhsagar Nagar, Katraj,Pune",597,6200,3700000
Skyi First,Flat,2,3,No,Pune,"Bhukum, Pune",856,5020,4300000
Silver Homes,Flat,1,1,Yes,Pune,"Hindustan Antibiotics Colony, Pimpri,Pune",360,7500,2700000
 Parvati Residency,Flat,1,2,Yes,Pune,"Shivane, Pune",466,2470,1150000
 Aishwaryam Hamara Phase II,Flat,1,2,No,Pune,"Jadhav Wadi, Chikhali,Pune",540,3980,2150000
Enerrgia Skyi Star Towers,Flat,3,3,No,Pune,"Bhukum, Pune",1040,5480,5700000
 Shobha Park CHS,Flat,1,2,No,Pune,"Dangat Vasti, Shivane,Pune",575,6090,3500000
 Parvati Classic,Flat,2,3,No,Pune,"Deshmukhwadi, Shivane,Pune",820,4390,3600000
Siddhivinayak Vision Woods 1 Phase III by Siddhivinayak Groups,Flat,1,2,No,Pune,"Jambhul, Pune",434,3230,1400000
Goel Ganga Vatika,Flat,1,2,No,Pune,"Lonikand, Pune",564,2920,1650000
Laxmi Height,Flat,1,2,No,Pune,"Bhairavnath Nagar, Kirkatwadi,Pune",400,4380,1750000
Rajnandini Complex,Flat,1,2,No,Pune,"Dangat Vasti, Shivane,Pune",595,4030,2400000
Mantra Magic Phase 6,Independent House,2,3,No,Pune,"Chimbali, Pune",1000,2700,2700000
Maple Aapla Ghar Kirkatwadi,Flat,1,2,No,Pune,"Bhairavnath Nagar, Kirkatwadi,Pune",659,3720,2450000
Chandan Shree Dreams,Flat,1,2,Yes,Pune,"Talegaon Dhamdhere, Pune",600,2500,1500000
Durrani Complex,Flat,1,2,No,Pune,"Shivraj Nagar, Bibwewadi,Pune",515,2910,1500000
Maple Aapla Ghar Shikrapur,Flat,1,2,Yes,Pune,"Shikrapur, Pune",450,3220,1450000
Siddharth Housing Society,Flat,1,2,Yes,Pune,"Hindustan Antibiotics Colony, Pimpri,Pune",450,4890,2200000
Dhavel Nilayam,Flat,2,3,Yes,Pune,"Ambegaon, Pune",1060,4720,5000000
Mayuri Infinity,Flat,1,1,Yes,Pune,"Handewadi, Pune",325,3690,1200000
Yukta Co-Op Housing Society ,Flat,1,1,Yes,Pune,"Hingne Budrukh, Karve Nagar,Pune",320,7810,2500000
Sadguru Darshan,Flat,1,2,Yes,Pune,"Raghav Nagar, Ambegaon Pathar,Pune",514,3700,1900000
